Fecha,Volumen Máximo Técnico [GWh],MOI  [GWh],MOS [GWh],Volumen [GWh],Volumen Útil diario [GWh],Capacidad Útil [GWh],Vertimientos [GWh],Volumen Útil diario %,Volumen %
2025-04-15 00:00:00,20069.85,3811.4800000000005,8631.8,12161.86,9278.51,17186.469999999998,45.66,"53,99 %","60,60 %"
2025-04-16 00:00:00,20069.85,3798.0699999999997,8617.759999999998,12111.92,9228.570000000003,17186.469999999998,43.58,"53,70 %","60,35 %"
2025-04-17 00:00:00,20069.850000000002,3784.6900000000005,8603.740000000002,12110.369999999999,9227.010000000004,17186.469999999998,34.62,"53,69 %","60,34 %"
2025-04-18 00:00:00,20069.850000000002,3771.310000000001,8589.73,12105.579999999998,9222.22,17186.469999999998,29.35,"53,66 %","60,32 %"
2025-04-19 00:00:00,20069.85,3757.9399999999996,8575.720000000001,12125.25,9241.900000000001,17186.469999999998,26.580000000000002,"53,77 %","60,42 %"
2025-04-20 00:00:00,20069.85,3744.54,8561.67,12258.43,9375.06,17186.469999999998,30.800000000000004,"54,55 %","61,08 %"
2025-04-21 00:00:00,20069.85,3731.17,8547.67,12293.019999999999,9409.660000000002,17186.469999999998,32.96,"54,75 %","61,25 %"
2025-04-22 00:00:00,20069.85,3717.7499999999995,8533.609999999999,12296.409999999996,9413.06,17186.469999999998,31.05,"54,77 %","61,27 %"
2025-04-23 00:00:00,20069.85,3704.36,8519.580000000002,12324.47,9441.1,17186.469999999998,29.59,"54,93 %","61,41 %"
2025-04-24 00:00:00,20069.85,3690.9900000000002,8505.569999999998,12402.320000000002,9518.969999999998,17186.469999999998,35.07,"55,39 %","61,80 %"
2025-04-25 00:00:00,20069.85,3677.5800000000004,8491.53,12457.04,9573.64,17186.469999999998,29.490000000000002,"55,70 %","62,07 %"
2025-04-26 00:00:00,20069.85,3664.190000000001,8477.490000000002,12603.42,9720.08,17186.469999999998,40.71000000000001,"56,56 %","62,80 %"
2025-04-27 00:00:00,20069.85,3650.8099999999995,8463.479999999998,12726.639999999998,9843.26,17186.469999999998,40.879999999999995,"57,27 %","63,41 %"
2025-04-28 00:00:00,20069.85,3637.42,8449.470000000001,12885.14,10001.79,17186.469999999998,57.099999999999994,"58,20 %","64,20 %"
2025-04-29 00:00:00,20069.850000000002,3624.0300000000007,8435.43,13010.630000000001,10127.259999999998,17186.469999999998,59.089999999999996,"58,93 %","64,83 %"
2025-04-30 00:00:00,20063.980000000003,3610.64,8421.4,13192.759999999997,10310.439999999999,17181.62,82.32999999999998,"60,01 %","65,75 %"
2025-05-01 00:00:00,20063.980000000003,3644.669999999999,8451.17,13291.429999999998,10409.100000000006,17181.62,104.41999999999999,"60,58 %","66,25 %"
2025-05-02 00:00:00,20063.980000000003,3678.7099999999996,8485.510000000002,13339.5,10457.179999999998,17181.619999999995,83.46,"60,86 %","66,48 %"
2025-05-03 00:00:00,20063.980000000003,3712.72,8519.82,13432.69,10550.369999999997,17181.619999999995,115.22,"61,40 %","66,95 %"
2025-05-04 00:00:00,20063.98,3746.75,8554.14,13489.900000000003,10607.570000000002,17181.62,111.73,"61,74 %","67,23 %"
2025-05-05 00:00:00,20063.98,3780.76,8588.470000000001,13627.190000000002,10744.88,17181.62,112.66,"62,54 %","67,92 %"
2025-05-06 00:00:00,20063.980000000003,3814.7900000000004,8622.79,13776.28,10893.92,17181.619999999995,126.83,"63,40 %","68,66 %"
2025-05-07 00:00:00,20064.13,3848.7999999999993,8657.100000000002,13921.95,11039.499999999998,17181.68,139.99,"64,25 %","69,39 %"
2025-05-08 00:00:00,20064.13,3882.8200000000006,8691.41,13992.359999999999,11109.980000000001,17181.68,121.43,"64,66 %","69,74 %"
2025-05-09 00:00:00,20064.13,3916.840000000001,8725.74,14036.51,11154.08,17181.68,128.53,"64,92 %","69,96 %"
2025-05-10 00:00:00,20064.13,3950.870000000001,8760.060000000001,14059.359999999999,11176.940000000002,17181.68,87.09,"65,05 %","70,07 %"
2025-05-11 00:00:00,20064.13,3984.890000000001,8794.390000000001,14103.109999999995,11220.669999999998,17181.68,82.05000000000001,"65,31 %","70,29 %"
2025-05-12 00:00:00,20064.13,4018.9100000000003,8828.710000000003,14104.119999999997,11221.68,17181.68,75.17,"65,31 %","70,30 %"
2025-05-13 00:00:00,20064.13,4052.9200000000005,8863.020000000002,14125.08,11242.67,17181.68,65.92,"65,43 %","70,40 %"
2025-05-14 00:00:00,20064.13,4086.9399999999996,8897.350000000004,14173.09,11290.660000000002,17181.68,59.44,"65,71 %","70,64 %"
2025-05-15 00:00:00,20064.13,4120.97,8931.67,14260.64,11378.199999999997,17181.68,60.79,"66,22 %","71,08 %"
2025-05-16 00:00:00,20064.13,4155.010000000001,8966.019999999999,14294.64,11412.210000000001,17181.68,73.61999999999999,"66,42 %","71,24 %"
2025-05-17 00:00:00,20064.13,4189.03,9000.330000000002,14475.92,11593.5,17181.68,99.86999999999999,"67,48 %","72,15 %"
2025-05-18 00:00:00,20064.13,4223.06,9034.66,14613.790000000003,11731.380000000001,17181.68,111.42,"68,28 %","72,84 %"
2025-05-19 00:00:00,20064.13,4257.080000000001,9068.97,14782.150000000001,11899.77,17181.68,106.7,"69,26 %","73,67 %"
2025-05-20 00:00:00,20064.13,4291.08,9103.290000000005,15003.130000000001,12120.710000000003,17181.68,116.33,"70,54 %","74,78 %"
2025-05-21 00:00:00,20064.13,4325.12,9137.62,15096.960000000001,12214.570000000003,17181.68,110.66000000000003,"71,09 %","75,24 %"
2025-05-22 00:00:00,20064.13,4359.14,9171.94,15206.750000000002,12324.3,17181.68,134.44000000000003,"71,73 %","75,79 %"
2025-05-23 00:00:00,20064.13,4393.17,9206.27,15204.500000000002,12322.09,17181.68,127.15000000000003,"71,72 %","75,78 %"
2025-05-24 00:00:00,20064.13,4427.180000000001,9240.589999999998,15254.129999999997,12371.730000000001,17181.68,99.91999999999999,"72,01 %","76,03 %"
2025-05-25 00:00:00,20064.129999999997,4461.200000000001,9274.890000000003,15263.18,12380.770000000002,17181.680000000004,81.66,"72,06 %","76,07 %"
2025-05-26 00:00:00,20064.129999999997,4495.21,9309.210000000003,15261.17,12378.749999999998,17181.680000000004,63.25000000000001,"72,05 %","76,06 %"
2025-05-27 00:00:00,20064.129999999997,4529.2300000000005,9343.539999999999,15329.44,12446.999999999998,17181.68,48.4,"72,44 %","76,40 %"
2025-05-28 00:00:00,20064.13,4563.259999999999,9377.86,15335.109999999999,12452.659999999996,17181.68,43.96,"72,48 %","76,43 %"
2025-05-29 00:00:00,20064.13,4597.26,9412.170000000002,15322.37,12439.949999999999,17181.68,35.65,"72,40 %","76,37 %"
2025-05-30 00:00:00,20064.13,4631.3099999999995,9446.51,15377.860000000002,12495.390000000001,17181.68,32.85,"72,73 %","76,64 %"
2025-05-31 00:00:00,20064.13,4665.3099999999995,9480.820000000002,15435.040000000003,12552.599999999999,17181.68,35.720000000000006,"73,06 %","76,93 %"
2025-06-01 00:00:00,20064.129999999997,4709.85,9515.730000000001,15641.250000000004,12758.84,17181.68,33.87,"74,26 %","77,96 %"
2025-06-02 00:00:00,20064.129999999997,4754.389999999999,9550.650000000001,15710.799999999997,12828.380000000001,17181.68,36.42,"74,66 %","78,30 %"
2025-06-03 00:00:00,20064.13,4798.939999999999,9585.570000000002,15737.309999999998,12854.880000000001,17181.68,61.79,"74,82 %","78,44 %"
2025-06-04 00:00:00,20064.13,4843.4800000000005,9620.5,15794.8,12912.33,17181.68,76.77000000000001,"75,15 %","78,72 %"
2025-06-05 00:00:00,20064.129999999997,4888,9655.389999999998,15820.17,12937.759999999998,17181.68,95.28000000000002,"75,30 %","78,85 %"
2025-06-06 00:00:00,20064.13,4932.5199999999995,9690.300000000001,15935.910000000002,13053.489999999998,17181.68,163.1,"75,97 %","79,42 %"
2025-06-07 00:00:00,20064.13,4977.08,9725.220000000001,15948.939999999995,13066.5,17181.68,173.58999999999997,"76,05 %","79,49 %"
2025-06-08 00:00:00,20064.129999999997,5021.610000000001,9760.140000000003,15964.76,13082.34,17181.68,87.17999999999999,"76,14 %","79,57 %"
2025-06-09 00:00:00,20064.129999999997,5066.17,9795.08,16029.460000000003,13147.06,17181.68,139.86,"76,52 %","79,89 %"
2025-06-10 00:00:00,20064.129999999997,5110.670000000001,9829.96,16110.120000000003,13227.699999999999,17181.68,157.95,"76,99 %","80,29 %"
2025-06-11 00:00:00,20064.13,5155.22,9864.879999999997,16152.7,13270.27,17181.68,133.21,"77,23 %","80,51 %"
2025-06-12 00:00:00,20064.129999999997,5199.79,9899.82,16185.390000000003,13302.97,17181.68,101.28,"77,43 %","80,67 %"
2025-06-13 00:00:00,20064.129999999997,5244.299999999999,9934.72,16274.740000000002,13392.279999999997,17181.68,133.85,"77,95 %","81,11 %"
2025-06-14 00:00:00,20064.13,5288.860000000001,9969.65,16369.27,13486.82,17181.68,180.54,"78,50 %","81,58 %"
2025-06-15 00:00:00,20064.13,5333.38,10004.55,16457.47,13575.05,17181.68,139.57,"79,01 %","82,02 %"
2025-06-16 00:00:00,20064.13,5377.900000000001,10039.44,16476.929999999997,13594.47,17181.680000000004,112.64999999999998,"79,12 %","82,12 %"
2025-06-17 00:00:00,20064.13,5422.4400000000005,10074.370000000003,16602.929999999997,13720.460000000001,17181.680000000004,129.57999999999998,"79,86 %","82,75 %"
2025-06-18 00:00:00,20064.13,5466.97,10109.270000000002,16682.579999999998,13800.130000000001,17181.680000000004,140.61,"80,32 %","83,15 %"
2025-06-19 00:00:00,20064.13,5511.5199999999995,10144.210000000003,16672.260000000002,13789.819999999998,17181.680000000004,95.48,"80,26 %","83,09 %"
2025-06-20 00:00:00,20064.13,5556.069999999999,10179.13,16674.869999999995,13792.450000000003,17181.680000000004,104.51,"80,27 %","83,11 %"
2025-06-21 00:00:00,20064.13,5600.58,10214.020000000004,16653.81,13771.379999999997,17181.680000000004,92.21000000000001,"80,15 %","83,00 %"
2025-06-22 00:00:00,20064.13,5645.129999999999,10248.95,16686.559999999998,13804.150000000003,17181.680000000004,84.61999999999999,"80,34 %","83,17 %"
2025-06-23 00:00:00,20064.13,5689.67,10283.870000000003,16772.95,13890.489999999998,17181.680000000004,116.92999999999999,"80,84 %","83,60 %"
2025-06-24 00:00:00,20064.13,5734.22,10318.79,16878.56,13996.129999999997,17181.680000000004,151.16,"81,46 %","84,12 %"
2025-06-25 00:00:00,20064.440000000002,5778.75,10353.700000000003,16860.410000000003,13977.91,17181.930000000004,144.35999999999999,"81,35 %","84,03 %"
2025-06-26 00:00:00,20064.440000000002,5823.260000000001,10388.59,16831.389999999996,13948.889999999998,17181.930000000004,91.71,"81,18 %","83,89 %"
2025-06-27 00:00:00,20064.44,5867.8,10423.51,16870.26,13987.76,17181.930000000004,133.95000000000002,"81,41 %","84,08 %"
2025-06-28 00:00:00,20064.44,5912.349999999999,10458.439999999999,16983.600000000002,14101.099999999997,17181.930000000004,118.27,"82,07 %","84,65 %"
2025-06-29 00:00:00,20064.44,5956.9000000000015,10493.36,16995.609999999997,14113.099999999999,17181.93,128.64000000000001,"82,14 %","84,71 %"
2025-06-30 00:00:00,20064.44,6001.429999999999,10528.27,17032.4,14149.9,17181.930000000004,119.81999999999998,"82,35 %","84,89 %"
2025-07-01 00:00:00,20074.569999999996,6047.070000000001,10561.12,17103.169999999995,14219.75,17191.160000000003,131.66,"82,72 %","85,20 %"
2025-07-02 00:00:00,20074.569999999996,6092.710000000001,10593.989999999998,17129.870000000003,14246.449999999999,17191.160000000003,128.97,"82,87 %","85,33 %"
2025-07-03 00:00:00,20074.569999999996,6138.359999999999,10626.840000000002,17190.34,14306.919999999998,17191.160000000003,149.25,"83,22 %","85,63 %"
2025-07-04 00:00:00,20074.57,6184,10659.710000000001,17184.980000000003,14301.55,17191.160000000003,153.27,"83,19 %","85,61 %"
2025-07-05 00:00:00,20074.569999999996,6229.63,10692.56,17180.989999999998,14297.57,17191.160000000003,147.70000000000002,"83,17 %","85,59 %"
2025-07-06 00:00:00,20074.569999999996,6275.299999999999,10725.43,17152.03,14268.619999999999,17191.160000000003,118.76,"83,00 %","85,44 %"
2025-07-07 00:00:00,20074.569999999996,6320.92,10758.279999999999,17076.810000000005,14193.380000000001,17191.160000000003,109.97,"82,56 %","85,07 %"
2025-07-08 00:00:00,20074.57,6366.569999999998,10791.140000000003,17042.51,14159.119999999999,17191.160000000003,56.97,"82,36 %","84,90 %"
2025-07-09 00:00:00,20076.190000000002,6412.22,10824.000000000002,17016.24,14132.519999999999,17192.460000000003,53.660000000000004,"82,20 %","84,76 %"
2025-07-10 00:00:00,20076.190000000002,6457.8499999999985,10856.840000000002,17019.190000000002,14135.489999999998,17192.460000000003,32.92,"82,22 %","84,77 %"
2025-07-11 00:00:00,20076.190000000002,6503.48,10889.7,17135.179999999993,14251.480000000001,17192.460000000003,102.46,"82,89 %","85,35 %"
2025-07-12 00:00:00,20076.190000000002,6549.120000000001,10922.539999999999,17163.010000000002,14279.27,17192.460000000003,134.4,"83,06 %","85,49 %"
2025-07-13 00:00:00,20076.190000000002,6594.789999999999,10955.43,17188.159999999996,14304.420000000002,17192.460000000003,133.11,"83,20 %","85,61 %"
2025-07-14 00:00:00,20076.190000000002,6640.43,10988.28,17212.17,14328.480000000001,17192.460000000003,134.99,"83,34 %","85,73 %"
2025-07-15 00:00:00,20076.190000000002,6686.069999999998,11021.140000000001,17156.170000000002,14272.449999999999,17192.460000000003,126.92999999999999,"83,02 %","85,46 %"
2025-07-16 00:00:00,20076.190000000002,6731.710000000001,11053.999999999998,17080.28,14196.55,17192.460000000003,99.3,"82,57 %","85,08 %"
2025-07-17 00:00:00,20076.190000000002,6777.350000000001,11086.850000000004,16987.480000000003,14103.759999999998,17192.460000000003,114.02,"82,03 %","84,62 %"
2025-07-18 00:00:00,20076.190000000002,6822.999999999999,11119.710000000003,16965.36,14081.61,17192.460000000003,115.99999999999999,"81,91 %","84,50 %"
2025-07-19 00:00:00,20076.190000000002,6868.649999999999,11152.59,17016.350000000006,14132.63,17192.460000000003,117.19999999999999,"82,20 %","84,76 %"
2025-07-20 00:00:00,20076.190000000002,6914.279999999999,11185.44,16983.6,14099.84,17192.460000000003,116.41,"82,01 %","84,60 %"
2025-07-21 00:00:00,20076.190000000002,6959.929999999999,11218.29,16981.089999999997,14097.369999999997,17192.460000000003,97.09,"82,00 %","84,58 %"
2025-07-22 00:00:00,20076.190000000002,7005.559999999999,11251.140000000001,16915.089999999997,14031.399999999998,17192.460000000003,95.45,"81,61 %","84,25 %"
2025-07-23 00:00:00,20076.190000000002,7051.199999999999,11283.989999999998,16874.05,13990.349999999999,17192.460000000003,85.86,"81,37 %","84,05 %"
2025-07-24 00:00:00,20076.190000000002,7096.849999999999,11316.859999999999,16814.27,13930.52,17192.460000000003,84.65,"81,03 %","83,75 %"
2025-07-25 00:00:00,20076.190000000002,7142.4800000000005,11349.700000000003,16790.98,13907.23,17192.460000000003,75.21000000000001,"80,89 %","83,64 %"
2025-07-26 00:00:00,20076.190000000002,7188.139999999998,11382.579999999996,16835.57,13951.8,17192.460000000003,40.63,"81,15 %","83,86 %"
2025-07-27 00:00:00,20076.19,7233.78,11415.43,16902.99,14019.249999999998,17192.46,25.53,"81,54 %","84,19 %"
2025-07-28 00:00:00,20076.19,7279.419999999999,11448.29,16965.910000000003,14082.190000000004,17192.460000000003,26.110000000000003,"81,91 %","84,51 %"
2025-07-29 00:00:00,20076.19,7325.059999999999,11481.15,17014.149999999998,14130.400000000001,17192.46,34.48,"82,19 %","84,75 %"
2025-07-30 00:00:00,20076.19,7370.72,11514.01,17016.159999999996,14132.42,17192.460000000003,72.17999999999999,"82,20 %","84,76 %"
2025-07-31 00:00:00,20059.579999999998,5848.79,5848.79,16946.52,14063.09,17178.69,56.16,"81,86 %","84,48 %"
2025-08-01 00:00:00,20059.580000000005,5879.35,5879.35,16897.67,14016.809999999998,17178.690000000002,44.89,"81,59 %","84,24 %"
2025-08-02 00:00:00,20059.629999999997,5910.140000000001,5910.140000000001,16900.26,14019.400000000001,17178.72,34.3,"81,61 %","84,25 %"
2025-08-03 00:00:00,20061.179999999997,5940.870000000001,5940.870000000001,16970.01,14089.14,17179.73,9.27,"82,01 %","84,59 %"
2025-08-04 00:00:00,20059.37,5971.599999999999,5971.599999999999,17035.649999999998,14154.25,17179.090000000004,6.84,"82,39 %","84,93 %"
2025-08-05 00:00:00,20060.15,6002.35,6002.35,17013.380000000005,14132.369999999999,17179.090000000004,7.8,"82,26 %","84,81 %"
2025-08-06 00:00:00,20060.149999999998,6033.1,6033.1,16968.290000000005,14087.21,17179.090000000004,11.17,"82,00 %","84,59 %"
2025-08-07 00:00:00,19985.66,6063.85,6063.85,16898.800000000003,14049.929999999998,17136.83,0,"81,99 %","84,55 %"
2025-08-08 00:00:00,19985.66,6094.620000000001,6094.620000000001,16909.64,14060.81,17136.83,17.54,"82,05 %","84,61 %"
2025-08-09 00:00:00,19985.11,6125.34,6125.34,16966.18,14117.800000000003,17136.7,18.94,"82,38 %","84,89 %"
2025-08-10 00:00:00,19985.11,6156.170000000001,6156.170000000001,16974.870000000003,14126.449999999997,17136.7,40.48,"82,43 %","84,94 %"
2025-08-11 00:00:00,19985.11,6186.88,6186.88,16994.75,14146.329999999998,17136.7,19.289999999999996,"82,55 %","85,04 %"
2025-08-12 00:00:00,19985.11,6217.600000000001,6217.600000000001,16971.39,14122.939999999997,17136.7,11.3,"82,41 %","84,92 %"
2025-08-13 00:00:00,19985.11,6248.37,6248.37,16935.28,14086.890000000003,17136.7,2.82,"82,20 %","84,74 %"
2025-08-14 00:00:00,19985.11,6279.119999999999,6279.119999999999,16888.33,14039.93,17136.7,2.67,"81,93 %","84,50 %"
2025-08-15 00:00:00,19985.11,6309.84,6309.84,16895.25,14046.840000000006,17136.7,2.41,"81,97 %","84,54 %"
2025-08-16 00:00:00,19985.11,6340.65,6340.65,16941.519999999997,14093.09,17136.7,2.59,"82,24 %","84,77 %"
2025-08-17 00:00:00,19985.11,6371.39,6371.39,16973.390000000003,14124.989999999996,17136.7,3.3400000000000003,"82,43 %","84,93 %"
2025-08-18 00:00:00,19985.11,6402.129999999999,6402.129999999999,17073.97,14225.539999999997,17136.7,3.51,"83,01 %","85,43 %"
2025-08-19 00:00:00,19985.11,6432.910000000001,6432.910000000001,17094.729999999996,14246.31,17136.7,0.92,"83,13 %","85,54 %"
2025-08-20 00:00:00,19993.8,6463.62,6463.62,17075.779999999995,14226.419999999998,17144.45,0.39,"82,98 %","85,41 %"
2025-08-21 00:00:00,19993.8,6494.360000000001,6494.360000000001,17096.279999999995,14246.919999999996,17144.45,1.89,"83,10 %","85,51 %"
2025-08-22 00:00:00,19993.8,6525.16,6525.16,17085.46,14236.119999999999,17144.45,1.97,"83,04 %","85,45 %"
2025-08-23 00:00:00,19993.800000000003,6555.909999999999,6555.909999999999,17095.3,14245.910000000002,17144.45,8.120000000000001,"83,09 %","85,50 %"
2025-08-24 00:00:00,19993.800000000003,6586.670000000001,6586.670000000001,17095.41,14246.03,17144.45,14.83,"83,09 %","85,50 %"
2025-08-25 00:00:00,19993.800000000003,6617.41,6617.41,17089.02,14239.659999999998,17144.45,13.290000000000001,"83,06 %","85,47 %"
2025-08-26 00:00:00,19993.800000000007,6648.15,6648.15,17063.499999999996,14214.129999999997,17144.45,23.91,"82,91 %","85,34 %"
2025-08-27 00:00:00,19993.8,6678.870000000001,6678.870000000001,17082.06,14232.689999999999,17144.45,10.33,"83,02 %","85,44 %"
2025-08-28 00:00:00,19993.8,6709.62,6709.62,17076.55,14227.2,17144.45,0.16,"82,98 %","85,41 %"
2025-08-29 00:00:00,19993.8,6740.379999999999,6740.379999999999,17039.15,14189.820000000002,17144.45,18.87,"82,77 %","85,22 %"
2025-08-30 00:00:00,19993.8,6771.16,6771.16,17022.85,14173.490000000002,17144.45,0.1,"82,67 %","85,14 %"
2025-08-31 00:00:00,19993.8,6801.88,6801.88,17036.96,14187.58,17144.45,15.67,"82,75 %","85,21 %"
2025-09-01 00:00:00,19993.8,6826.800000000001,6826.800000000001,17060.13,14210.78,17144.45,33.38,"82,89 %","85,33 %"
2025-09-02 00:00:00,19993.8,6851.719999999999,6851.719999999999,17107.03,14257.690000000002,17144.45,19.060000000000002,"83,16 %","85,56 %"
2025-09-03 00:00:00,19993.8,6876.629999999999,6876.629999999999,17176.3,14326.939999999999,17144.45,22.07,"83,57 %","85,91 %"
2025-09-04 00:00:00,19993.800000000003,6901.59,6901.59,17193.280000000002,14343.909999999998,17144.45,77.79,"83,67 %","85,99 %"
2025-09-05 00:00:00,19993.800000000003,6926.5,6926.5,17200.65,14351.309999999998,17144.45,37.8,"83,71 %","86,03 %"
2025-09-06 00:00:00,19993.800000000003,6951.450000000001,6951.450000000001,17195.24,14345.900000000003,17144.45,48.16,"83,68 %","86,00 %"
2025-09-07 00:00:00,19993.800000000003,6976.38,6976.38,17337.179999999997,14487.83,17144.45,29.36,"84,50 %","86,71 %"
2025-09-08 00:00:00,19993.800000000003,7001.33,7001.33,17360.100000000002,14510.740000000002,17144.45,47.949999999999996,"84,64 %","86,83 %"
