Precio Escasez de Activación,Fecha,Precio Bolsa Nacional Ponderado Diario,Precio Escasez Inferior,Precio Escasez Superior,Precio Escasez,PPP Mercado Regulado,PPP Mercado No Regulado
951.2522911596,2024-07-16 00:00:00,295.004195,,,"810,71",318.00604413738205,297.80198802676097
951.2522911596,2024-07-17 00:00:00,308.430845,,,"810,71",319.895255033824,297.2124568973934
951.2522911596,2024-07-18 00:00:00,305.711371,,,"810,71",318.7879959287429,297.15246718945025
951.2522911596,2024-07-19 00:00:00,321.965087,,,"810,71",319.7234416361273,297.73910564662333
951.2522911596,2024-07-20 00:00:00,321.883191,,,"810,71",321.49512000177594,299.57160923219755
951.2522911596,2024-07-21 00:00:00,325.031994,,,"810,71",321.6258819736865,299.49000987918305
951.2522911596,2024-07-22 00:00:00,402.958654,,,"810,71",320.13502726889095,299.26533780570213
951.2522911596,2024-07-23 00:00:00,463.283891,,,"810,71",316.81473574775436,300.0593367606244
951.2522911596,2024-07-24 00:00:00,375.992922,,,"810,71",318.1019289166641,298.2745124064024
951.2522911596,2024-07-25 00:00:00,372.336936,,,"810,71",319.82034472617465,298.42292278818803
951.2522911596,2024-07-26 00:00:00,338.332626,,,"810,71",320.524284585526,298.0069578963095
951.2522911596,2024-07-27 00:00:00,341.645551,,,"810,71",317.7835650705319,298.00094445418347
951.2522911596,2024-07-28 00:00:00,286.777996,,,"810,71",316.79957573770355,298.5116132685047
951.2522911596,2024-07-29 00:00:00,382.839801,,,"810,71",316.8519633802485,298.4029383076656
951.2522911596,2024-07-30 00:00:00,403.442128,,,"810,71",318.48062052677557,299.4085899550065
951.2522911596,2024-07-31 00:00:00,394.765487,,,"810,71",320.54354491212723,299.18135501824287
920.8173800963,2024-08-01 00:00:00,434.838224,,,"818,38",313.20667398087204,299.15326066033464
920.8173800963,2024-08-02 00:00:00,412.96852,,,"818,38",311.46685108020324,298.40265342805986
920.8173800963,2024-08-03 00:00:00,479.449656,,,"818,38",314.3018719908327,300.7968302075257
920.8173800963,2024-08-04 00:00:00,462.543203,,,"818,38",312.5837461840176,301.8745228699623
920.8173800963,2024-08-05 00:00:00,530.887953,,,"818,38",315.2758384933358,301.41734175644757
920.8173800963,2024-08-06 00:00:00,490.560117,,,"818,38",315.1609310921974,300.6922871412526
920.8173800963,2024-08-07 00:00:00,457.166464,,,"818,38",316.6809480160061,301.53945134771396
920.8173800963,2024-08-08 00:00:00,553.438052,,,"818,38",315.134112171394,302.19762932876876
920.8173800963,2024-08-09 00:00:00,562.745585,,,"818,38",311.2611407718615,302.240469679824
920.8173800963,2024-08-10 00:00:00,549.267764,,,"818,38",315.800048174686,301.8733202538354
920.8173800963,2024-08-11 00:00:00,408.942396,,,"818,38",312.288696637346,301.21928010408
920.8173800963,2024-08-12 00:00:00,607.493896,,,"818,38",315.5848200863605,303.63860228370083
920.8173800963,2024-08-13 00:00:00,621.694402,,,"818,38",315.93705413741503,304.4470676417196
920.8173800963,2024-08-14 00:00:00,676.254782,,,"818,38",313.0899878342308,304.98812205372354
920.8173800963,2024-08-15 00:00:00,646.566845,,,"818,38",312.35935135816385,313.02248285567066
920.8173800963,2024-08-16 00:00:00,612.610523,,,"818,38",315.5359402276014,313.6442849356614
920.8173800963,2024-08-17 00:00:00,572.619755,,,"818,38",311.1289066154766,303.95743030192875
920.8173800963,2024-08-18 00:00:00,611.461955,,,"818,38",313.8944484904967,307.77798344328374
920.8173800963,2024-08-19 00:00:00,652.616419,,,"818,38",316.6260827272205,307.04543058785964
920.8173800963,2024-08-20 00:00:00,769.673914,,,"818,38",313.43976440097555,304.2863999200004
920.8173800963,2024-08-21 00:00:00,760.354065,,,"818,38",310.9317644657686,305.09638148929736
920.8173800963,2024-08-22 00:00:00,788.305798,,,"818,38",313.2711780029025,303.4193884261379
920.8173800963,2024-08-23 00:00:00,703.601998,,,"818,38",310.2543076325519,303.040985109588
920.8173800963,2024-08-24 00:00:00,647.565885,,,"818,38",315.95618640827945,303.79056140770984
920.8173800963,2024-08-25 00:00:00,595.3046,,,"818,38",316.57810814899403,304.99870956892784
920.8173800963,2024-08-26 00:00:00,472.687012,,,"818,38",314.4970317945251,305.5166751593602
920.8173800963,2024-08-27 00:00:00,542.634141,,,"818,38",315.0704488530822,301.9629537576643
920.8173800963,2024-08-28 00:00:00,548.338934,,,"818,38",315.21558037882636,303.53405045448886
920.8173800963,2024-08-29 00:00:00,512.519729,,,"818,38",315.3422296668587,305.4164020309036
920.8173800963,2024-08-30 00:00:00,497.279917,,,"818,38",314.1181725610896,307.3618893412904
920.8173800963,2024-08-31 00:00:00,543.536507,,,"818,38",316.07359042292063,309.0885801316823
932.4901804664,2024-09-01 00:00:00,578.706076,,,"785,07",315.373225850609,308.1882710159585
932.4901804664,2024-09-02 00:00:00,648.597882,,,"785,07",319.4611121904876,307.1804330460572
932.4901804664,2024-09-03 00:00:00,636.753114,,,"785,07",319.71565769166557,307.9877180162019
932.4901804664,2024-09-04 00:00:00,649.901221,,,"785,07",316.48974280478217,309.43330097574034
932.4901804664,2024-09-05 00:00:00,673.667573,,,"785,07",320.652127850996,309.30445867605556
932.4901804664,2024-09-06 00:00:00,699.58669,,,"785,07",321.8859818726112,308.31771967749285
932.4901804664,2024-09-07 00:00:00,711.364706,,,"785,07",319.2653693045349,306.337675443585
932.4901804664,2024-09-08 00:00:00,642.205146,,,"785,07",316.4802233045676,307.4791726574322
932.4901804664,2024-09-09 00:00:00,686.366521,,,"785,07",318.076857202106,306.4062289374617
932.4901804664,2024-09-10 00:00:00,763.066163,,,"785,07",321.8701113292677,306.9882271983652
932.4901804664,2024-09-11 00:00:00,788.215186,,,"785,07",318.1853622462176,306.48320218907935
932.4901804664,2024-09-12 00:00:00,819.995509,,,"785,07",321.5512469991493,307.586066393639
932.4901804664,2024-09-13 00:00:00,812.625641,,,"785,07",317.90607789406755,308.64477150154465
932.4901804664,2024-09-14 00:00:00,863.650094,,,"785,07",322.03997410232455,307.62491473186964
932.4901804664,2024-09-15 00:00:00,851.768464,,,"785,07",318.8810931921047,308.840503057317
932.4901804664,2024-09-16 00:00:00,912.233849,,,"785,07",317.04874347133034,309.0965587161586
932.4901804664,2024-09-17 00:00:00,921.497438,,,"785,07",321.0575339178923,310.8768768800356
932.4901804664,2024-09-18 00:00:00,925.54311,,,"785,07",320.1160026505714,310.3755472880812
932.4901804664,2024-09-19 00:00:00,926.38165,,,"785,07",322.7790422773679,317.28388879188975
932.4901804664,2024-09-20 00:00:00,933.325244,,,"785,07",320.97051293991234,310.97308840954383
932.4901804664,2024-09-21 00:00:00,934.032381,,,"785,07",321.24625404352963,310.2240502488506
932.4901804664,2024-09-22 00:00:00,933.226188,,,"785,07",320.2303317582772,310.2110151442217
932.4901804664,2024-09-23 00:00:00,934.138877,,,"785,07",322.1197515783554,308.0109008127802
932.4901804664,2024-09-24 00:00:00,934.35741,,,"785,07",322.56167724898023,314.8612933383325
932.4901804664,2024-09-25 00:00:00,925.038887,,,"785,07",322.4417207522441,309.17670161344427
932.4901804664,2024-09-26 00:00:00,922.449773,,,"785,07",321.49401854829125,308.7383389816083
932.4901804664,2024-09-27 00:00:00,913.011522,,,"785,07",319.77224593093285,329.27000341017066
932.4901804664,2024-09-28 00:00:00,913.798036,,,"785,07",321.85445067811935,308.39705210668194
932.4901804664,2024-09-29 00:00:00,913.876364,,,"785,07",319.1626104024579,307.93986126172484
932.4901804664,2024-09-30 00:00:00,2498.804073,,,"785,07",322.7338589712926,311.0825897485751
945.310396582,2024-10-01 00:00:00,1079.445669,,,"751,31",317.19257778014656,314.571646247631
945.310396582,2024-10-02 00:00:00,1166.435427,,,"751,31",315.94088394753993,314.65204229130444
945.310396582,2024-10-03 00:00:00,1503.429964,,,"751,31",316.7657976332201,330.28886650608973
945.310396582,2024-10-04 00:00:00,1399.302913,,,"751,31",316.28005115526616,339.69154864952895
945.310396582,2024-10-05 00:00:00,1391.024336,,,"751,31",320.05761033645297,308.6556679242098
945.310396582,2024-10-06 00:00:00,1165.052908,,,"751,31",317.9287768814903,307.5518357085781
945.310396582,2024-10-07 00:00:00,1604.226013,,,"751,31",319.18333388320315,308.99670833128795
945.310396582,2024-10-08 00:00:00,1433.296288,,,"751,31",315.78881838997586,308.2999206782823
945.310396582,2024-10-09 00:00:00,1544.713615,,,"751,31",316.65282061228135,314.1711262004351
945.310396582,2024-10-10 00:00:00,1274.885216,,,"751,31",315.2421196275856,309.4404696794814
945.310396582,2024-10-11 00:00:00,1373.752258,,,"751,31",319.5864528259951,309.09602701045515
945.310396582,2024-10-12 00:00:00,1034.645664,,,"751,31",320.86638441816814,308.4800738421939
945.310396582,2024-10-13 00:00:00,1287.974642,,,"751,31",315.6814638461232,309.638605495953
945.310396582,2024-10-14 00:00:00,1644.668178,,,"751,31",316.99962421465904,310.2486053166283
945.310396582,2024-10-15 00:00:00,1768.42387,,,"751,31",317.799960564648,312.4104471119684
945.310396582,2024-10-16 00:00:00,1716.294621,,,"751,31",321.7150696633151,312.2656659454464
945.310396582,2024-10-17 00:00:00,1696.700988,,,"751,31",320.3526388077199,312.72058523846
945.310396582,2024-10-18 00:00:00,1883.773118,,,"751,31",322.12300979412987,313.0782557250255
945.310396582,2024-10-19 00:00:00,2295.485486,,,"751,31",320.5310562259998,313.5935416152779
945.310396582,2024-10-20 00:00:00,1057.272959,,,"751,31",315.7082418891719,308.89925786835533
945.310396582,2024-10-21 00:00:00,1280.505851,,,"751,31",316.50579092678396,308.96680645958224
945.310396582,2024-10-22 00:00:00,1689.185416,,,"751,31",320.8130552409611,309.9667936989436
945.310396582,2024-10-23 00:00:00,1732.331814,,,"751,31",321.6409275342253,309.87916380007914
945.310396582,2024-10-24 00:00:00,1496.515107,,,"751,31",319.50846896724755,310.42670040045465
945.310396582,2024-10-25 00:00:00,2017.096922,,,"751,31",320.3611655386264,311.9878007783563
945.310396582,2024-10-26 00:00:00,1729.753862,,,"751,31",322.0151055161029,311.5615365554407
945.310396582,2024-10-27 00:00:00,1156.646845,,,"751,31",318.7495584089972,306.18977305793084
945.310396582,2024-10-28 00:00:00,1813.618341,,,"751,31",320.3990858677602,309.3711516873798
945.310396582,2024-10-29 00:00:00,1747.648087,,,"751,31",319.68019949215875,310.1651897671495
945.310396582,2024-10-30 00:00:00,1704.597365,,,"751,31",317.85119060744677,309.9267935582262
945.310396582,2024-10-31 00:00:00,2457.103615,,,"751,31",327.4130054973977,313.1543620251775
936.0598276397,2024-11-01 00:00:00,2459.239949,,,"811,93",324.2091082419576,316.9870308465881
936.0598276397,2024-11-02 00:00:00,2452.786414,,,"811,93",326.7978541079456,317.33921002985704
936.0598276397,2024-11-03 00:00:00,2459.239949,,,"811,93",323.61682249959307,317.06226082035255
936.0598276397,2024-11-04 00:00:00,2376.653515,,,"811,93",324.6402907508146,314.47226084730227
936.0598276397,2024-11-05 00:00:00,1622.527259,,,"811,93",322.86668203183643,312.9136429779168
936.0598276397,2024-11-06 00:00:00,1941.860289,,,"811,93",324.6227924233925,315.7635490999404
936.0598276397,2024-11-07 00:00:00,1935.4924,,,"811,93",326.4179879413245,318.8579871803545
936.0598276397,2024-11-08 00:00:00,1594.901485,,,"811,93",324.69418366493227,317.66250180261284
936.0598276397,2024-11-09 00:00:00,797.542095,,,"811,93",317.241353511579,311.39092733138347
936.0598276397,2024-11-10 00:00:00,848.033187,,,"811,93",317.2255206782415,311.83133599645885
936.0598276397,2024-11-11 00:00:00,825.34928,,,"811,93",317.19354846321676,311.37238373243366
936.0598276397,2024-11-12 00:00:00,1047.431535,,,"811,93",320.42186377645714,312.2779974995405
936.0598276397,2024-11-13 00:00:00,854.63033,,,"811,93",317.9012170243701,309.8528352246582
936.0598276397,2024-11-14 00:00:00,937.209567,,,"811,93",318.1503497455447,311.6147839877575
936.0598276397,2024-11-15 00:00:00,724.467901,,,"811,93",324.1751383332545,309.4279438225539
936.0598276397,2024-11-16 00:00:00,710.638707,,,"811,93",320.9943404675414,307.0893055321375
936.0598276397,2024-11-17 00:00:00,543.114397,,,"811,93",320.54972698030775,304.3507383938578
936.0598276397,2024-11-18 00:00:00,728.621592,,,"811,93",320.97262083688355,308.5931215850132
936.0598276397,2024-11-19 00:00:00,709.218018,,,"811,93",320.6740383465994,308.38527263259095
936.0598276397,2024-11-20 00:00:00,759.307829,,,"811,93",320.5991010493237,309.1454831139593
936.0598276397,2024-11-21 00:00:00,586.067943,,,"811,93",320.36671436603075,305.81361058882567
936.0598276397,2024-11-22 00:00:00,694.591132,,,"811,93",313.4301657155918,308.9030110315706
936.0598276397,2024-11-23 00:00:00,571.384805,,,"811,93",313.0174103294299,305.30639105253266
936.0598276397,2024-11-24 00:00:00,238.439579,,,"811,93",320.1654199922462,299.2282185159509
936.0598276397,2024-11-25 00:00:00,456.957347,,,"811,93",318.96081189090404,302.45075328590536
936.0598276397,2024-11-26 00:00:00,512.649608,,,"811,93",320.2098756438019,303.8872135458112
936.0598276397,2024-11-27 00:00:00,778.381809,,,"811,93",315.5246644922462,311.6528733984792
936.0598276397,2024-11-28 00:00:00,801.426783,,,"811,93",313.73052934392285,313.07062387895166
936.0598276397,2024-11-29 00:00:00,616.343709,,,"811,93",320.86479388089487,307.52329832584235
936.0598276397,2024-11-30 00:00:00,456.818365,,,"811,93",320.61627109176584,302.6694648662227
948.8450595425,2024-12-01 00:00:00,555.432376,,,"798,73",323.6657176238484,308.92698991266633
948.8450595425,2024-12-02 00:00:00,664.168231,,,"798,73",323.3955104744813,312.23817566228655
948.8450595425,2024-12-03 00:00:00,732.874748,,,"798,73",323.90633147001415,313.9876661051301
948.8450595425,2024-12-04 00:00:00,782.239722,,,"798,73",323.09055595968044,315.37838848511774
948.8450595425,2024-12-05 00:00:00,796.788327,,,"798,73",318.77325166317365,316.03822378906244
948.8450595425,2024-12-06 00:00:00,785.068644,,,"798,73",323.34916294398283,316.07909786523766
948.8450595425,2024-12-07 00:00:00,808.462261,,,"798,73",319.1213234640764,315.7515282343466
948.8450595425,2024-12-08 00:00:00,721.848598,,,"798,73",321.2151609866169,313.9501727454241
948.8450595425,2024-12-09 00:00:00,848.898452,,,"798,73",324.0019109519269,318.25733251347134
948.8450595425,2024-12-10 00:00:00,863.471419,,,"798,73",320.2158202448445,318.943062770444
948.8450595425,2024-12-11 00:00:00,879.174389,,,"798,73",317.8616882789381,318.3977379256341
948.8450595425,2024-12-12 00:00:00,895.958848,,,"798,73",317.058594333325,319.2080806740398
948.8450595425,2024-12-13 00:00:00,946.744063,,,"798,73",320.65678746380246,320.36972423052913
948.8450595425,2024-12-14 00:00:00,1010.703396,,,"798,73",320.8111240162803,318.4766743871096
948.8450595425,2024-12-15 00:00:00,947.802128,,,"798,73",317.5350296953436,318.3044328422126
948.8450595425,2024-12-16 00:00:00,1109.002526,,,"798,73",317.6659373391404,318.652663459133
948.8450595425,2024-12-17 00:00:00,1062.370023,,,"798,73",318.6050449410138,320.78775103054494
948.8450595425,2024-12-18 00:00:00,937.904078,,,"798,73",318.9615853117315,320.3602303767441
948.8450595425,2024-12-19 00:00:00,895.873838,,,"798,73",320.083603619775,320.8146943665829
948.8450595425,2024-12-20 00:00:00,937.746223,,,"798,73",324.64268876967014,320.38145437518403
948.8450595425,2024-12-21 00:00:00,955.876239,,,"798,73",316.4913148399318,319.3783467810354
948.8450595425,2024-12-22 00:00:00,879.850894,,,"798,73",316.21054861016785,318.4578425118545
948.8450595425,2024-12-23 00:00:00,743.541746,,,"798,73",323.29848323493786,315.5557079310777
948.8450595425,2024-12-24 00:00:00,720.567167,,,"798,73",322.4126549126844,314.23939416495756
948.8450595425,2024-12-25 00:00:00,443.126082,,,"798,73",322.7765184063374,308.90406292786054
948.8450595425,2024-12-26 00:00:00,547.607321,,,"798,73",322.94494425973795,310.3588453196236
948.8450595425,2024-12-27 00:00:00,405.348971,,,"798,73",322.53365220762885,306.5673261519587
948.8450595425,2024-12-28 00:00:00,495.843997,,,"798,73",322.3385702547121,309.24069433396454
948.8450595425,2024-12-29 00:00:00,304.374251,,,"798,73",322.68085894232263,305.287517085423
948.8450595425,2024-12-30 00:00:00,399.39102,,,"798,73",322.1804432498225,306.8947159035957
948.8450595425,2024-12-31 00:00:00,168.29281,,,"798,73",321.3626894138216,301.0639976748603
951.7622292071,2025-01-01 00:00:00,223.299887,,,"797,39",316.1919582652583,285.87497404186195
951.7622292071,2025-01-02 00:00:00,469.710282,,,"797,39",315.1135493328547,302.06478037741334
951.7622292071,2025-01-03 00:00:00,509.858374,,,"797,39",315.36323106123893,304.95957157237024
951.7622292071,2025-01-04 00:00:00,417.170946,,,"797,39",315.44350978861553,298.51855750583
951.7622292071,2025-01-05 00:00:00,181.587268,,,"797,39",316.07864402186834,284.98373244169187
951.7622292071,2025-01-06 00:00:00,326.08297,,,"797,39",315.0885462510762,293.2297820327275
951.7622292071,2025-01-07 00:00:00,356.637017,,,"797,39",312.54627942543,294.57791985498056
951.7622292071,2025-01-08 00:00:00,243.192583,,,"797,39",315.22399142148635,287.18147967080137
951.7622292071,2025-01-09 00:00:00,223.978128,,,"797,39",315.97073312499424,285.9824754167204
951.7622292071,2025-01-10 00:00:00,220.563126,,,"797,39",315.663021191655,285.8788960375352
951.7622292071,2025-01-11 00:00:00,268.923397,,,"797,39",315.5746225536676,288.9903271431921
951.7622292071,2025-01-12 00:00:00,298.896212,,,"797,39",309.31512354988195,291.3511154684445
951.7622292071,2025-01-13 00:00:00,381.383272,,,"797,39",315.24887376962295,296.86060111440077
951.7622292071,2025-01-14 00:00:00,446.962358,,,"797,39",316.4124917383236,302.0145782365808
951.7622292071,2025-01-15 00:00:00,553.847128,,,"797,39",310.0581688639393,308.2875656177823
951.7622292071,2025-01-16 00:00:00,597.802025,,,"797,39",316.44927012397784,312.11264567610954
951.7622292071,2025-01-17 00:00:00,688.356253,,,"797,39",318.16814278032973,317.1008971996615
951.7622292071,2025-01-18 00:00:00,671.072895,,,"797,39",311.0028459425831,315.8348322459405
951.7622292071,2025-01-19 00:00:00,644.110732,,,"797,39",313.7095404746073,312.992188719852
951.7622292071,2025-01-20 00:00:00,658.661689,,,"797,39",319.1548619367331,315.6467015349246
951.7622292071,2025-01-21 00:00:00,682.203578,,,"797,39",312.906603996548,316.5525488223494
951.7622292071,2025-01-22 00:00:00,706.176404,,,"797,39",319.2758778820308,317.5390118566601
951.7622292071,2025-01-23 00:00:00,738.167769,,,"797,39",319.41471505551806,314.02638059691446
951.7622292071,2025-01-24 00:00:00,681.428758,,,"797,39",319.58919145276315,310.9866301139232
951.7622292071,2025-01-25 00:00:00,722.125611,,,"797,39",319.24137319209746,310.87460216254675
951.7622292071,2025-01-26 00:00:00,760.342238,,,"797,39",320.34865247946254,312.83731362986924
951.7622292071,2025-01-27 00:00:00,738.107792,,,"797,39",319.6981404731488,312.5283117410729
951.7622292071,2025-01-28 00:00:00,740.825339,,,"797,39",319.80101793819176,313.25289669833063
951.7622292071,2025-01-29 00:00:00,765.949935,,,"797,39",319.60857096902424,311.6659095084165
951.7622292071,2025-01-30 00:00:00,708.45756,,,"797,39",319.81674548447035,310.4791251756202
951.7622292071,2025-01-31 00:00:00,644.200025,,,"797,39",319.5248883469266,306.57827516766923
970.5912433676,2025-02-01 00:00:00,635.022164,,,"793,90",320.3098851917501,306.75374620492715
970.5912433676,2025-02-02 00:00:00,499.375342,,,"793,90",320.71311694086023,301.93553029079266
970.5912433676,2025-02-03 00:00:00,655.339708,,,"793,90",320.28878484759656,305.37580813015404
970.5912433676,2025-02-04 00:00:00,678.606893,,,"793,90",315.9067582083857,309.09747275787845
970.5912433676,2025-02-05 00:00:00,710.98951,,,"793,90",320.2964943600331,309.2054809203962
970.5912433676,2025-02-06 00:00:00,740.332569,,,"793,90",314.21611813053744,310.7458997836807
970.5912433676,2025-02-07 00:00:00,648.831472,,,"793,90",320.350391214598,306.9189710305214
970.5912433676,2025-02-08 00:00:00,492.625941,,,"793,90",320.2103869884449,301.51625849827747
970.5912433676,2025-02-09 00:00:00,627.9277,,,"793,90",317.37951210054007,304.98493633174036
970.5912433676,2025-02-10 00:00:00,601.263254,,,"793,90",319.35430256298383,305.14769549140175
970.5912433676,2025-02-11 00:00:00,427.908478,,,"793,90",319.9536448676202,298.3706366999541
970.5912433676,2025-02-12 00:00:00,620.880563,,,"793,90",319.7971893430461,304.38344099014745
970.5912433676,2025-02-13 00:00:00,562.25728,,,"793,90",320.11352855158873,302.48413476397843
970.5912433676,2025-02-14 00:00:00,463.369717,,,"793,90",319.832671344769,298.89429495555055
970.5912433676,2025-02-15 00:00:00,440.309414,,,"793,90",313.330214600722,297.26580721278924
